country	year	january	february	march	april	may	june	july	august	september	october	november	december
Royaume-Uni	1960	4.3	-1.0	11.4	6.7	14.9	18.9	23.5	28.6	16.7	9.8	5.5	-0.9
Royaume-Uni	1961	-4.9	5.4	3.3	11.8	13.1	21.3	19.9	25.6	14.3	11.0	7.8	2.6
Royaume-Uni	1962	-1.3	0.3	3.9	10.4	11.4	24.6	26.9	29.9	10.9	6.0	7.0	0.1
Royaume-Uni	1963	-3.7	-0.6	7.3	8.1	11.1	15.2	29.7	26.3	17.4	11.7	1.7	0.0
Royaume-Uni	1964	-1.9	6.5	11.8	14.2	11.9	18.0	22.2	24.3	18.7	6.7	8.9	1.4
Royaume-Uni	1965	-1.8	2.8	5.9	13.5	13.5	23.8	18.4	29.5	15.6	8.4	7.0	-3.0
Royaume-Uni	1966	-2.4	4.9	2.3	8.3	18.5	18.8	18.3	22.4	16.2	10.3	1.1	0.6
Royaume-Uni	1967	4.7	4.9	5.9	6.0	12.8	17.7	24.1	20.2	17.8	14.1	7.8	3.1
Royaume-Uni	1968	3.8	2.9	8.9	7.7	10.0	15.6	18.3	24.7	13.7	5.9	3.4	3.4
Royaume-Uni	1969	2.0	0.8	3.8	8.3	18.3	24.8	18.5	18.1	12.0	11.4	5.1	-2.0
Royaume-Uni	1970	2.7	1.0	10.4	10.0	15.3	17.7	18.8	19.8	11.4	8.2	4.0	2.7
Royaume-Uni	1971	2.0	-0.4	4.9	12.9	11.6	18.2	23.3	27.5	19.8	9.4	4.9	-0.4
Royaume-Uni	1972	5.0	1.2	7.8	14.6	13.4	17.4	28.1	18.3	18.9	12.0	9.8	4.5
Royaume-Uni	1973	2.6	5.7	2.7	11.2	11.6	19.3	18.6	21.5	15.9	14.5	4.2	1.3
Royaume-Uni	1974	1.1	1.6	7.2	10.9	17.7	18.1	26.9	28.4	10.7	8.7	1.6	-2.8
Royaume-Uni	1975	0.2	2.5	9.5	9.3	19.2	23.3	25.4	25.3	16.8	10.9	4.4	4.7
Royaume-Uni	1976	-2.1	3.7	4.5	5.5	16.1	17.8	20.4	23.6	15.0	6.8	0.7	4.4
Royaume-Uni	1977	0.8	2.1	10.5	7.2	11.6	24.3	28.4	21.5	16.1	7.2	7.4	-2.9
Royaume-Uni	1978	4.0	-2.8	7.9	13.5	17.9	17.9	29.4	18.6	16.2	7.4	7.1	2.8
Royaume-Uni	1979	3.7	-2.7	4.8	5.6	14.9	20.7	23.8	18.3	15.2	9.7	5.2	-3.0
Royaume-Uni	1980	1.7	6.5	9.4	7.1	10.9	18.9	23.2	22.2	12.2	12.2	6.8	4.1
Royaume-Uni	1981	1.5	-3.0	2.0	5.1	14.0	20.4	18.5	24.3	15.6	14.8	6.8	3.1
Royaume-Uni	1982	-1.3	3.4	3.9	11.5	10.4	24.0	24.3	19.7	16.7	6.3	6.9	0.1
Royaume-Uni	1983	-3.5	0.0	7.7	5.9	16.8	17.6	22.9	21.7	14.1	9.7	7.0	4.5
Royaume-Uni	1984	3.1	-0.3	11.6	5.5	13.7	15.9	28.0	22.8	18.6	9.2	1.1	3.0
Royaume-Uni	1985	-0.3	-0.4	10.0	12.0	13.4	18.3	23.7	24.9	15.6	13.7	10.0	-2.3
Royaume-Uni	1986	-1.3	6.0	5.9	7.0	19.6	17.3	24.2	29.8	14.5	8.0	1.2	-2.9
Royaume-Uni	1987	0.5	1.1	4.0	10.7	12.8	21.8	20.1	21.9	14.4	9.9	3.0	3.5
Royaume-Uni	1988	0.3	3.4	5.6	9.3	17.8	15.1	29.1	25.1	17.9	10.5	5.0	0.7
Royaume-Uni	1989	-0.4	5.6	10.3	7.7	15.1	22.1	21.8	23.4	16.7	7.8	2.4	-1.7
Royaume-Uni	1990	-4.9	-2.2	9.0	7.1	15.6	21.7	28.0	21.2	19.1	6.4	4.8	1.0
Royaume-Uni	1991	-4.8	0.0	7.5	11.5	11.4	23.6	26.9	28.6	10.3	8.3	4.9	-0.6
Royaume-Uni	1992	1.6	-2.9	6.2	5.4	11.6	19.8	18.3	18.3	15.3	5.8	5.7	3.6
Royaume-Uni	1993	4.0	5.0	7.1	10.4	12.2	18.2	25.8	21.6	19.3	14.2	9.1	-4.6
Royaume-Uni	1994	0.2	6.1	10.3	8.1	17.4	24.4	28.1	19.0	19.2	11.3	7.1	-3.5
Royaume-Uni	1995	1.5	1.2	10.3	5.3	19.0	19.6	20.3	24.3	12.9	14.4	8.4	-0.0
Royaume-Uni	1996	1.1	-1.9	10.8	13.4	12.7	18.5	23.3	22.1	10.4	10.0	6.6	1.8
Royaume-Uni	1997	3.7	5.1	6.4	9.3	16.9	16.2	21.1	26.9	11.4	9.6	0.5	-2.0
Royaume-Uni	1998	1.1	6.4	9.8	11.7	11.3	24.4	19.3	28.4	16.6	14.9	1.0	3.2
Royaume-Uni	1999	-4.8	5.7	6.7	13.2	15.0	19.0	26.3	26.9	15.8	12.7	7.9	3.3
Royaume-Uni	2000	-4.9	-2.2	11.4	7.1	19.5	20.3	29.4	20.2	13.9	13.7	0.0	-2.0
Royaume-Uni	2001	3.6	1.7	7.9	11.6	14.2	24.8	23.1	18.4	14.3	6.2	2.1	-2.0
Royaume-Uni	2002	4.8	4.3	5.9	8.3	11.4	23.1	22.7	27.7	19.7	12.9	6.5	-2.2
Royaume-Uni	2003	0.9	4.7	5.2	13.7	11.7	16.7	26.1	29.1	19.9	8.1	7.8	1.1
Royaume-Uni	2004	2.8	-2.7	6.4	5.5	12.1	19.4	23.7	25.4	13.7	13.7	4.6	-0.5
Royaume-Uni	2005	-4.1	-1.7	4.9	7.5	13.6	23.7	22.0	26.7	19.0	10.5	5.0	0.9
Royaume-Uni	2006	-2.9	3.8	4.5	12.6	19.2	15.7	21.6	21.6	16.1	15.0	6.9	-4.4
Royaume-Uni	2007	1.6	1.0	4.5	5.5	19.6	19.6	29.4	26.8	19.1	10.6	6.6	3.7
Royaume-Uni	2008	-3.9	1.0	2.7	9.0	13.4	17.9	28.8	19.3	13.9	6.4	8.3	-3.0
Royaume-Uni	2009	4.9	2.0	6.6	13.6	18.0	20.6	19.1	23.3	13.3	7.5	7.9	-3.5
Royaume-Uni	2010	-4.2	3.9	2.9	9.8	13.6	17.6	25.1	21.3	14.7	8.8	8.6	1.2
Royaume-Uni	2011	3.5	-0.4	6.1	11.8	14.6	15.1	18.9	26.0	12.9	5.9	4.8	1.5
Royaume-Uni	2012	-3.3	2.2	3.0	12.3	17.6	19.5	28.2	26.1	17.2	9.7	2.4	-1.3
Royaume-Uni	2013	-3.8	6.7	5.2	14.4	18.2	19.5	26.4	27.6	11.9	9.9	0.1	4.0
Royaume-Uni	2014	2.1	-3.0	6.3	10.5	17.5	22.9	26.1	22.2	15.1	6.4	2.7	2.4
Royaume-Uni	2015	0.9	-1.5	3.7	5.5	17.8	21.7	22.8	28.8	10.0	9.0	1.7	3.4
Royaume-Uni	2016	-0.6	-2.8	10.8	10.2	11.4	20.2	29.2	19.4	13.3	7.4	4.0	4.4
Royaume-Uni	2017	-2.4	-0.0	7.7	10.7	11.2	20.4	24.3	19.8	15.1	12.2	1.3	2.8
Royaume-Uni	2018	-4.3	5.1	7.7	9.2	13.0	23.7	19.2	23.8	13.1	10.5	1.5	-3.8
Royaume-Uni	2019	3.8	2.6	6.9	10.4	10.0	17.9	29.3	29.1	14.7	8.2	4.7	-0.4
Royaume-Uni	2020	-4.5	-0.7	9.9	10.3	12.9	22.2	27.6	20.1	12.6	14.2	5.8	-2.9
Pologne	1950	-3.1	-2.2	9.2	14.3	15.9	15.7	24.6	19.4	18.9	10.5	1.2	-4.4
Pologne	1951	-2.9	1.8	3.6	8.5	16.3	15.2	29.6	20.0	18.1	14.1	1.3	3.1
Pologne	1952	1.8	4.0	3.6	13.5	14.6	18.4	28.8	20.2	16.7	5.0	8.1	4.0
Pologne	1953	-0.2	4.4	3.2	8.6	17.1	18.5	22.4	26.6	10.4	9.8	4.9	-2.4
Pologne	1954	0.4	2.4	10.5	7.8	17.3	19.7	22.9	21.3	10.4	5.7	7.8	-1.0
Pologne	1955	4.8	-1.3	4.6	13.5	18.6	16.2	18.8	24.9	11.4	5.5	5.2	-0.5
Pologne	1956	1.3	5.2	8.7	13.5	18.2	19.5	24.5	25.2	10.3	6.6	3.3	3.1
Pologne	1957	-4.1	7.0	2.3	6.1	13.2	16.8	26.2	27.4	10.3	10.7	8.3	-4.9
Pologne	1958	-2.4	2.9	9.7	12.0	12.6	19.6	18.6	25.1	13.4	11.4	9.3	-4.6
Pologne	1959	-0.1	6.9	3.9	13.3	11.8	24.9	25.4	21.5	13.7	8.5	7.5	-1.3
Pologne	1960	-3.6	6.7	8.9	5.2	18.7	22.2	23.3	26.0	11.5	8.4	2.3	4.5
Pologne	1961	-3.2	3.5	11.7	8.3	19.5	23.8	22.5	29.9	11.1	10.7	3.5	-1.9
Pologne	1962	2.0	6.6	10.3	6.4	12.7	19.7	29.8	21.5	11.2	13.5	6.2	-4.9
Pologne	1963	0.3	4.2	6.6	7.1	12.9	19.3	19.2	27.8	12.4	13.1	3.7	-0.3
Pologne	1964	2.8	6.6	9.8	14.9	19.8	20.0	22.5	28.9	14.6	9.2	9.9	-4.2
Pologne	1965	1.2	5.2	7.0	8.1	11.6	17.1	26.1	29.5	13.5	13.6	9.8	-0.8
Pologne	1966	-4.2	5.2	4.9	7.2	13.6	19.5	20.8	24.8	14.6	13.6	7.7	-0.7
Pologne	1967	3.1	3.6	5.2	8.6	12.0	20.6	28.2	27.7	17.9	11.6	6.5	-1.7
Pologne	1968	1.4	6.0	6.2	13.8	15.8	23.2	22.3	28.3	10.7	12.7	8.7	-2.3
Pologne	1969	2.5	-1.1	5.3	10.2	13.6	17.8	20.0	24.4	17.9	5.8	5.7	-1.4
Pologne	1970	-2.1	-2.1	7.9	10.7	17.2	25.0	19.8	22.0	17.4	5.7	0.4	-4.4
Pologne	1971	1.5	1.8	3.5	8.0	11.5	16.6	25.3	29.5	13.5	6.0	3.0	2.0
Pologne	1972	-0.3	-2.5	8.7	5.4	19.5	19.7	26.1	21.2	17.2	10.2	1.2	1.8
Pologne	1973	-2.2	3.5	4.0	6.9	12.2	16.7	25.2	29.6	10.2	5.1	7.3	2.4
Pologne	1974	-3.9	5.2	5.5	6.4	15.1	24.9	28.0	26.4	12.2	11.0	2.8	-3.0
Pologne	1975	-4.6	5.4	8.2	12.5	17.2	18.0	22.8	24.2	17.3	9.0	4.7	0.9
Pologne	1976	-3.8	3.1	7.9	11.4	12.3	23.2	26.3	24.6	15.7	5.8	0.7	3.4
Pologne	1977	-0.3	2.6	10.2	5.1	12.9	20.5	19.5	20.6	12.3	11.7	10.0	-2.1
Pologne	1978	-2.2	5.1	7.2	5.4	13.0	23.6	26.4	18.9	19.4	8.3	1.1	3.7
Pologne	1979	-0.0	-0.3	11.6	6.4	17.3	15.9	23.7	20.6	12.5	14.3	8.4	-3.3
Pologne	1980	-4.1	0.8	3.0	11.7	13.4	21.6	25.4	27.6	13.3	8.4	3.6	2.0
Pologne	1981	-2.7	-0.4	8.8	8.0	14.1	17.1	29.3	25.4	12.0	7.4	7.5	1.6
Pologne	1982	-1.0	-2.5	7.3	14.3	11.0	19.9	26.8	20.4	18.2	7.0	9.1	-5.0
Pologne	1983	-0.7	6.5	7.2	13.9	13.9	21.9	20.6	27.4	16.8	6.4	2.4	-3.4
Pologne	1984	0.3	2.8	3.6	10.1	12.1	15.8	29.8	26.9	10.7	8.8	9.4	-0.4
Pologne	1985	1.5	1.5	8.5	6.9	13.8	18.6	23.4	23.2	11.9	10.2	0.8	-0.4
Pologne	1986	-0.7	6.9	6.5	11.7	10.6	19.6	25.6	29.1	19.5	7.1	8.3	0.3
Pologne	1987	2.5	6.7	7.8	14.9	13.5	20.6	24.6	26.4	19.4	6.1	8.9	-2.5
Pologne	1988	0.8	4.2	10.3	6.0	11.5	15.3	22.3	21.6	15.6	6.6	8.9	-4.4
Pologne	1989	2.7	-2.2	4.0	6.6	14.8	21.0	19.1	28.8	19.1	13.3	0.9	2.8
Pologne	1990	-2.6	0.9	10.0	11.6	15.3	15.8	19.4	27.4	19.1	7.6	2.8	0.6
Pologne	1991	1.5	-0.8	10.7	5.7	11.5	16.5	24.2	24.1	14.7	10.0	0.3	-4.5
Pologne	1992	0.6	5.3	3.3	6.1	10.9	19.8	22.5	24.1	20.0	7.1	1.0	0.2
Pologne	1993	-2.2	-0.2	11.3	9.9	19.7	17.1	27.3	18.7	13.9	13.9	6.9	2.5
Pologne	1994	1.5	1.0	2.3	14.0	18.3	16.7	21.0	28.9	19.6	11.4	4.3	-4.4
Pologne	1995	3.8	4.8	2.9	7.7	12.7	19.1	26.7	28.5	19.4	12.5	9.1	-2.8
Pologne	1996	2.3	5.7	3.2	12.9	13.4	24.0	28.8	25.1	17.6	11.7	7.6	-2.3
Pologne	1997	-5.0	3.8	8.3	6.9	12.9	21.7	24.5	28.9	16.3	10.2	1.2	-2.8
Pologne	1998	3.3	5.8	10.3	14.1	14.8	20.3	20.0	19.1	13.0	11.0	7.4	0.9
Pologne	1999	-4.2	1.3	8.4	11.8	15.0	21.2	24.2	21.2	12.3	7.3	0.9	-2.3
Pologne	2000	2.2	-1.2	9.7	9.1	17.5	19.9	20.8	26.5	19.5	13.0	0.3	3.0
Pologne	2001	-1.8	3.7	10.5	10.3	10.3	25.0	23.4	21.5	19.5	5.7	0.3	-4.8
Pologne	2002	1.9	3.4	3.7	7.2	15.1	15.4	28.6	27.0	11.3	10.1	6.1	4.1
Pologne	2003	1.9	4.2	6.1	11.8	11.0	22.8	24.1	29.3	17.8	9.5	3.7	-4.6
Pologne	2004	2.9	3.6	9.6	14.9	13.4	16.5	27.2	28.9	12.0	11.2	9.3	0.3
Pologne	2005	2.9	5.8	4.1	9.1	17.7	23.5	29.2	24.3	17.1	5.5	1.1	-3.1
Pologne	2006	0.1	0.1	8.5	7.5	13.9	24.7	29.8	23.4	11.8	9.5	2.8	-3.5
Pologne	2007	3.5	-0.2	9.4	10.8	18.4	23.0	21.2	24.4	13.9	11.4	10.0	3.3
Pologne	2008	4.1	0.0	6.7	12.5	19.4	16.8	29.9	22.2	11.5	6.0	3.2	0.8
Pologne	2009	-4.6	-2.0	7.9	9.1	18.1	24.8	19.0	21.5	16.3	13.7	8.7	1.7
Pologne	2010	0.4	1.4	7.5	8.3	10.8	19.4	25.1	20.1	11.6	7.3	2.2	-2.4
Pologne	2011	-0.5	6.5	2.9	9.5	19.4	21.4	24.4	22.9	17.4	14.2	7.2	3.5
Pologne	2012	3.1	-1.5	11.5	5.9	10.9	16.2	20.6	18.6	12.2	9.6	8.1	-2.4
Pologne	2013	1.6	3.8	9.1	14.7	14.9	22.9	24.1	26.1	11.1	11.2	7.4	-3.9
Pologne	2014	-4.7	2.1	9.1	6.1	12.9	24.5	19.4	27.1	12.9	6.9	5.0	0.1
Pologne	2015	3.9	-1.7	8.7	8.9	15.0	22.4	19.5	24.9	17.0	5.1	3.2	-4.0
Pologne	2016	3.5	5.0	10.4	9.4	15.0	20.4	25.4	18.8	18.3	9.5	0.9	-0.4
Pologne	2017	-0.4	-0.3	8.8	7.6	14.2	22.5	26.3	24.9	11.8	14.2	6.6	-4.3
Pologne	2018	1.9	0.4	4.4	6.3	19.4	24.0	29.7	25.2	12.1	7.0	1.7	0.0
Pologne	2019	-1.5	4.9	5.2	9.2	13.7	21.3	21.4	28.7	12.4	14.6	9.2	4.0
Pologne	2020	5.0	2.4	5.4	14.5	15.0	22.9	22.0	21.8	17.4	8.3	2.5	-1.5
Tchéquie	1950	3.9	-1.4	4.1	5.5	12.8	20.8	22.8	28.2	12.5	13.9	0.0	4.6
Tchéquie	1951	-4.0	1.2	8.1	5.6	17.3	24.2	23.0	19.6	14.5	11.3	4.9	0.9
Tchéquie	1952	-1.2	4.4	4.1	10.0	13.8	17.4	21.5	23.4	14.5	10.5	6.9	-1.1
Tchéquie	1953	1.2	1.6	3.4	7.0	16.9	15.3	25.9	18.1	11.9	11.1	3.8	-0.4
Tchéquie	1954	1.4	6.1	11.5	10.3	11.4	17.3	22.1	21.5	18.3	12.2	9.4	1.0
Tchéquie	1955	-4.4	5.8	6.7	10.9	11.4	20.4	20.1	27.1	11.3	10.4	2.0	2.7
Tchéquie	1956	-1.1	4.7	5.6	7.5	10.0	24.0	23.1	23.1	12.2	6.5	1.3	0.4
Tchéquie	1957	-4.4	5.5	3.0	12.2	13.5	16.2	27.9	29.6	19.6	13.7	0.5	0.2
Tchéquie	1958	-1.5	3.5	11.4	14.9	15.7	16.6	19.8	19.3	11.0	6.4	6.2	-1.0
Tchéquie	1959	4.9	4.3	11.1	9.0	11.3	21.7	28.4	29.1	14.1	14.5	0.3	0.8
Tchéquie	1960	-1.0	3.2	7.5	14.2	11.6	23.9	21.0	25.1	18.5	12.6	4.3	-1.3
Tchéquie	1961	2.7	-1.4	4.7	11.0	10.3	16.7	18.5	22.8	14.9	10.3	2.8	-0.6
Tchéquie	1962	-1.7	0.5	7.7	11.3	11.0	21.7	22.6	26.8	14.1	9.1	0.0	0.6
Tchéquie	1963	-2.6	2.4	10.5	9.9	15.1	24.5	19.9	20.6	15.4	5.2	7.1	2.9
Tchéquie	1964	0.8	-0.4	4.1	8.0	19.0	24.1	24.6	20.6	13.4	8.7	6.5	0.8
Tchéquie	1965	3.8	5.9	6.5	13.0	12.2	19.0	24.6	25.2	16.7	14.2	1.6	-1.2
Tchéquie	1966	-2.8	-1.2	7.5	7.2	18.6	16.0	22.6	20.9	10.4	14.3	3.5	-0.7
Tchéquie	1967	3.9	6.0	2.6	14.9	14.6	21.8	23.1	26.4	14.7	6.6	3.3	-0.8
Tchéquie	1968	-2.5	-1.4	7.2	11.0	14.4	18.9	19.2	29.8	14.7	9.3	9.5	-2.8
Tchéquie	1969	-2.7	-1.8	8.7	8.9	13.6	18.3	22.8	19.7	15.2	14.3	7.6	-4.9
Tchéquie	1970	1.8	3.0	9.5	13.1	10.9	17.7	27.7	29.2	16.6	5.6	3.2	-4.9
Tchéquie	1971	1.1	4.0	10.1	12.5	15.4	23.9	22.5	19.3	11.3	14.5	7.6	-4.3
Tchéquie	1972	3.6	-1.9	12.0	8.6	19.9	15.5	27.0	24.3	16.0	8.8	2.9	-3.0
Tchéquie	1973	2.0	2.1	4.1	12.7	13.6	22.4	19.6	21.3	16.2	12.6	0.7	3.9
Tchéquie	1974	1.7	4.6	2.3	8.2	14.9	20.9	18.6	29.7	16.8	11.3	3.3	-4.5
Tchéquie	1975	-3.9	-1.7	11.7	10.5	13.4	21.8	29.6	20.0	16.5	5.3	1.4	-3.7
Tchéquie	1976	-2.6	6.8	4.4	12.0	15.3	22.0	18.6	28.3	19.1	14.9	3.8	0.9
Tchéquie	1977	-4.2	2.1	10.8	11.3	15.1	21.3	21.3	27.3	10.1	12.7	4.0	3.9
Tchéquie	1978	4.9	3.8	6.8	8.4	15.8	23.7	19.9	26.2	17.4	10.0	1.9	-4.7
Tchéquie	1979	-3.6	1.1	3.1	6.1	13.1	21.4	29.3	28.5	12.1	12.2	1.1	-3.7
Tchéquie	1980	-4.7	5.0	10.8	11.4	10.1	19.4	29.2	24.0	10.1	10.7	8.8	2.8
Tchéquie	1981	2.8	1.3	3.1	14.3	12.7	24.7	21.8	24.0	14.6	12.1	1.2	4.8
Tchéquie	1982	1.6	6.9	2.8	8.7	13.8	22.6	26.7	25.6	16.4	5.4	1.1	-4.9
Tchéquie	1983	0.2	2.5	11.1	14.9	13.3	15.3	22.4	26.2	11.1	7.5	6.7	3.0
Tchéquie	1984	-0.1	-2.2	8.7	12.2	15.8	19.7	27.8	28.5	13.8	7.2	8.3	4.6
Tchéquie	1985	-4.7	-2.7	2.8	10.1	13.4	24.2	20.0	18.7	10.8	12.0	1.3	3.6
Tchéquie	1986	-2.9	-2.5	9.1	12.7	13.0	18.5	24.3	23.5	17.5	10.9	0.4	1.3
Tchéquie	1987	1.5	5.8	4.3	7.0	17.3	21.7	25.8	22.2	17.8	12.5	5.3	0.6
Tchéquie	1988	2.6	0.4	8.0	12.5	10.4	15.9	21.5	25.8	16.5	9.3	3.3	-4.9
Tchéquie	1989	1.2	-2.8	7.5	7.5	15.7	20.2	27.0	26.8	15.5	8.8	7.4	2.2
Tchéquie	1990	-0.3	0.7	10.4	12.8	18.3	16.9	27.0	29.8	18.0	12.7	8.0	-4.9
Tchéquie	1991	-4.6	0.4	5.8	10.1	15.3	16.9	19.0	28.1	16.9	6.5	2.9	2.9
Tchéquie	1992	4.8	2.6	10.1	8.3	18.2	17.8	24.9	25.0	18.1	7.6	4.2	-3.7
Tchéquie	1993	3.1	6.4	2.0	12.0	15.3	22.0	25.6	18.1	13.1	6.0	8.6	-1.8
Tchéquie	1994	4.3	-2.4	8.2	12.1	18.9	19.5	25.9	25.9	16.1	10.8	3.5	1.2
Tchéquie	1995	3.2	5.1	8.7	8.6	11.7	17.9	26.7	28.1	12.8	10.6	0.9	-0.4
Tchéquie	1996	3.6	6.7	9.9	14.4	12.8	19.1	21.1	27.0	13.4	13.0	7.2	-3.5
Tchéquie	1997	3.0	6.7	11.7	12.0	12.8	19.0	28.8	26.8	17.6	9.5	5.9	4.0
Tchéquie	1998	1.4	3.8	7.4	8.1	14.1	18.6	28.2	20.8	11.1	10.8	5.8	2.3
Tchéquie	1999	1.5	0.9	9.4	9.2	14.6	16.9	24.0	27.2	10.4	6.8	4.4	-3.6
Tchéquie	2000	1.0	2.8	8.2	8.6	13.8	17.7	24.2	26.2	17.7	10.2	8.4	-2.0
Tchéquie	2001	3.9	1.8	9.8	6.9	12.1	21.8	19.2	24.5	13.5	12.2	4.8	-4.2
Tchéquie	2002	-4.1	-1.7	4.4	7.0	15.1	24.2	18.2	26.0	13.3	6.0	6.9	-1.1
Tchéquie	2003	-1.9	1.0	9.9	6.7	15.9	25.0	28.2	26.7	17.9	5.8	8.2	3.3
Tchéquie	2004	-4.1	3.9	10.4	11.6	10.1	18.8	20.7	25.1	16.7	14.7	6.6	-0.3
Tchéquie	2005	4.6	0.5	8.2	12.0	13.5	15.6	28.9	23.7	16.6	5.5	9.5	4.1
Tchéquie	2006	-3.2	-1.2	9.9	7.6	11.8	21.1	21.1	20.5	18.9	9.4	0.7	-0.2
Tchéquie	2007	-5.0	0.5	10.0	10.3	15.2	24.6	29.3	18.3	12.8	9.2	7.3	-2.9
Tchéquie	2008	-4.6	1.5	10.1	11.2	10.0	18.8	20.9	18.5	16.8	9.1	5.0	1.9
Tchéquie	2009	2.1	1.0	8.3	11.7	16.7	22.6	20.9	29.6	17.6	14.7	7.0	-4.0
Tchéquie	2010	3.0	-0.6	11.2	12.0	14.6	24.8	28.3	28.1	10.1	6.9	5.6	2.0
Tchéquie	2011	-4.0	-2.6	10.1	5.4	17.7	15.5	25.7	18.5	17.3	12.6	8.9	-3.9
Tchéquie	2012	4.5	0.5	10.2	5.1	10.3	23.9	25.0	27.3	14.6	13.1	1.8	4.4
Tchéquie	2013	-2.8	-1.8	10.6	12.3	12.0	18.2	22.3	21.7	12.2	5.4	2.0	-4.4
Tchéquie	2014	1.3	0.6	7.7	11.6	15.8	23.4	29.4	27.8	14.8	5.4	5.7	2.2
Tchéquie	2015	-0.1	5.1	2.1	8.7	18.0	18.6	18.1	25.5	11.3	12.5	1.7	0.9
Tchéquie	2016	-1.8	2.1	9.4	10.7	20.0	16.0	22.4	25.2	13.7	5.1	2.1	-3.5
Tchéquie	2017	3.4	-0.5	7.5	7.6	13.8	22.5	30.0	20.0	19.6	9.9	8.5	2.8
Tchéquie	2018	-4.1	-2.0	8.7	14.7	12.4	20.9	26.7	18.4	10.1	8.4	5.9	-0.3
Tchéquie	2019	1.4	-0.4	6.4	13.8	19.1	24.9	26.7	29.4	12.6	13.0	5.3	-0.6
Tchéquie	2020	-4.9	3.9	8.5	14.8	10.9	24.5	19.9	21.5	14.1	8.5	2.9	-4.0
Slovaquie	1950	1.8	4.8	5.3	12.4	15.8	21.5	19.9	28.2	13.3	8.0	5.0	-4.7
Slovaquie	1951	4.5	-0.1	9.1	9.8	10.5	16.0	21.0	24.0	18.7	10.3	9.1	2.9
Slovaquie	1952	-1.8	-3.0	9.6	9.7	15.8	21.0	20.9	19.8	14.7	7.5	0.8	-4.5
Slovaquie	1953	-3.3	5.2	2.2	10.0	11.8	22.7	26.5	25.1	12.7	14.4	1.6	-3.2
Slovaquie	1954	-4.9	-1.7	10.8	8.5	16.1	18.0	23.9	26.2	17.9	13.6	0.4	-1.7
Slovaquie	1955	-3.7	1.7	10.3	7.6	17.1	23.3	25.2	18.4	18.8	14.3	8.2	-3.2
Slovaquie	1956	4.2	0.3	5.1	8.2	13.7	19.3	21.9	27.0	18.5	14.8	7.0	3.4
Slovaquie	1957	-2.3	3.9	4.4	11.7	16.5	24.9	27.1	24.0	19.2	13.0	9.1	-2.3
Slovaquie	1958	-0.8	-1.9	11.4	7.3	11.6	21.6	22.8	24.9	17.3	12.7	8.4	-3.2
Slovaquie	1959	0.1	-0.9	2.7	14.6	12.1	20.5	20.0	29.8	19.5	10.1	2.7	3.8
Slovaquie	1960	-4.1	-2.5	9.1	9.4	14.6	21.1	26.1	19.9	19.4	6.5	1.9	-1.9
Slovaquie	1961	0.8	0.9	7.1	5.1	13.6	16.7	29.7	29.3	18.4	10.6	9.3	4.6
Slovaquie	1962	-4.5	0.3	6.8	5.7	13.5	15.7	23.2	26.2	14.9	12.3	1.2	-4.4
Slovaquie	1963	-1.5	3.8	2.3	6.9	14.3	19.3	29.4	27.4	11.2	7.4	5.1	-4.0
Slovaquie	1964	-2.0	2.7	8.9	13.1	14.7	23.2	20.3	25.8	14.0	14.5	5.6	1.9
Slovaquie	1965	-2.6	4.2	7.3	14.7	10.8	16.8	23.1	20.1	16.2	6.2	9.5	4.5
Slovaquie	1966	4.2	4.2	3.9	9.7	18.7	17.7	26.4	24.6	19.4	7.5	0.1	1.5
Slovaquie	1967	-3.2	6.7	6.1	12.7	15.5	19.2	29.6	23.8	10.8	5.2	6.4	2.7
Slovaquie	1968	1.1	4.1	11.9	5.8	17.3	24.8	29.4	22.0	18.0	5.4	5.1	-0.9
Slovaquie	1969	2.4	-2.7	9.5	14.1	19.7	17.1	26.4	29.6	10.8	6.9	4.0	2.2
Slovaquie	1970	-0.2	4.8	9.4	6.7	10.8	19.4	28.1	19.7	11.0	9.9	6.4	4.8
Slovaquie	1971	0.2	5.3	5.8	14.3	14.8	23.0	23.6	18.4	11.0	7.5	0.9	-1.8
Slovaquie	1972	2.2	3.2	7.8	8.1	13.7	16.2	21.3	26.5	19.0	11.3	0.0	4.1
Slovaquie	1973	2.1	5.4	3.6	5.7	18.7	17.3	19.3	19.5	10.2	5.0	4.0	3.3
Slovaquie	1974	-4.8	-0.7	8.9	7.8	12.7	17.5	26.0	18.1	12.7	6.3	5.5	-0.2
Slovaquie	1975	0.7	-2.8	8.9	8.3	12.3	16.9	18.8	26.8	13.8	10.2	6.5	1.5
Slovaquie	1976	-0.8	3.6	10.6	14.9	12.6	24.7	25.7	24.6	19.3	12.4	9.4	-2.3
Slovaquie	1977	3.9	-1.0	6.2	11.0	13.0	19.9	25.7	23.8	12.0	10.2	3.2	1.2
Slovaquie	1978	2.7	-1.8	11.1	13.4	19.0	23.2	22.4	18.9	18.2	10.9	9.5	4.8
Slovaquie	1979	2.0	2.4	11.3	8.9	18.6	19.4	23.1	28.2	13.8	9.8	3.6	-4.2
Slovaquie	1980	3.9	-2.2	8.6	13.0	14.5	16.4	23.1	21.4	11.5	10.8	4.6	-1.1
Slovaquie	1981	3.2	0.4	9.2	14.5	17.5	19.0	28.5	21.7	14.4	6.6	7.7	-2.5
Slovaquie	1982	0.9	1.0	4.9	11.9	16.6	17.8	28.0	20.2	14.7	6.9	3.9	-1.0
